TransactionDate,Location,ItemName,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,SR_TotalQty,PerInvoiceAverageAmount
25-Oct-23,Brahmaputra,Clean 100ml,250,50,4,54,940,47000,0,44439.81
25-Oct-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,12013.21
22-Oct-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,92327.94
21-Oct-23,Brahmaputra,Clean 100ml,250,6,0,6,940,5640,0,16732.52
19-Oct-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,11170.89
16-Oct-23,Brahmaputra,Clean 100ml,250,100,10,110,940,94000,0,136129.58
16-Oct-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,27274.83
15-Oct-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,31217.98
8-Oct-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,16708.05
4-Oct-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,60293.05
1-Oct-23,Brahmaputra,Clean 100ml,250,2,0,2,940,1880,0,19977.16
27-Sep-23,Brahmaputra,Clean 100ml,250,16,0,16,940,15040,0,35418.62
27-Sep-23,Brahmaputra,Clean 100ml,250,24,3,27,940,22560,0,35418.62
27-Sep-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,26931.35
10-Sep-23,Brahmaputra,Clean 100ml,250,2,0,2,940,1880,0,5558.05
4-Sep-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35111.33
30-Aug-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,20700.96
24-Aug-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,35590.73
24-Aug-23,Brahmaputra,Clean 100ml,250,2,0,2,940,1880,0,31217.98
24-Aug-23,Brahmaputra,Clean 100ml,250,8,0,8,940,7520,0,31217.98
24-Aug-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,31747.84
22-Aug-23,Brahmaputra,Clean 100ml,250,14,0,14,940,13160,0,35669.3
22-Aug-23,Brahmaputra,Clean 100ml,250,6,1,7,940,5640,0,35669.3
21-Aug-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,69012.92
21-Aug-23,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,44439.81
20-Aug-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,28520.47
16-Aug-23,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,31217.98
16-Aug-23,Brahmaputra,Clean 100ml,250,4,0,4,940,3760,0,31217.98
3-Aug-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,58340.12
1-Aug-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,16732.52
30-Jul-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,28027.58
25-Jul-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,56329.79
16-Jul-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,32294.06
13-Jul-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,28520.47
11-Jul-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,19977.16
10-Jul-23,Brahmaputra,Clean 100ml,250,100,11,111,940,94000,0,223788.7
10-Jul-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,92980.71
10-Jul-23,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,27538.23
15-Jun-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,56329.79
14-Jun-23,Brahmaputra,Clean 100ml,250,30,1,31,940,28200,0,35418.62
10-Jun-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,46238.53
7-Jun-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,8920.83
28-May-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,31217.98
21-May-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,35590.73
21-May-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,12013.21
18-May-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,13322.33
16-May-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,14631.6
14-May-23,Brahmaputra,Clean 100ml,250,50,3,53,940,47000,0,92327.94
11-May-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,22387.66
11-May-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,27274.83
10-May-23,Brahmaputra,Clean 100ml,250,6,0,6,940,5640,0,35669.3
10-May-23,Brahmaputra,Clean 100ml,250,14,1,15,940,13160,0,35669.3
8-May-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,56329.79
8-May-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,11170.89
7-May-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,16708.05
2-May-23,Brahmaputra,Clean 100ml,250,200,0,200,940,188000,0,186021.36
2-May-23,Brahmaputra,Clean 100ml,250,0,25,25,940,0,0,186021.36
27-Apr-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,58340.12
13-Apr-23,Brahmaputra,Clean 100ml,250,6,0,6,940,5640,0,21250.97
6-Apr-23,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,44658.13
6-Apr-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35111.33
4-Apr-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,125931.38
4-Apr-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,26130.21
30-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,56329.79
25-Mar-23,Brahmaputra,Clean 100ml,250,14,0,14,940,13160,0,136129.58
25-Mar-23,Brahmaputra,Clean 100ml,250,48,5,53,940,45120,0,136129.58
23-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,28027.58
22-Mar-23,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,16537.87
21-Mar-23,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,8920.83
16-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,67309.74
7-Mar-23,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,35590.73
7-Mar-23,Brahmaputra,Clean 100ml,250,42,0,42,940,39480,0,32294.06
7-Mar-23,Brahmaputra,Clean 100ml,250,3,3,6,940,2820,0,32294.06
7-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,31217.98
7-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,56329.79
2-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,11170.89
2-Mar-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,19134.96
26-Feb-23,Brahmaputra,Clean 100ml,250,25,1,26,940,23500,0,47356.9
23-Feb-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,22387.66
20-Feb-23,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,16537.87
19-Feb-23,Brahmaputra,Clean 100ml,250,50,3,53,940,47000,0,44439.81
8-Feb-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35418.62
2-Feb-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,69012.92
31-Jan-23,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,95654.72
31-Jan-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,19977.16
29-Jan-23,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,95654.72
25-Jan-23,Brahmaputra,Clean 100ml,250,6,0,6,940,5640,0,35418.62
25-Jan-23,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,11170.89
25-Jan-23,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,83786.67
25-Jan-23,Brahmaputra,Clean 100ml,250,59,5,64,940,55460,0,83786.67
23-Jan-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,13124.32
21-Jan-23,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,16537.87
19-Jan-23,Brahmaputra,Clean 100ml,250,6,0,6,940,5640,0,22027.5
11-Jan-23,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,27274.83
10-Jan-23,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,31217.98
8-Jan-23,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,83786.67
2-Jan-23,Brahmaputra,Clean 100ml,250,2,0,2,940,1880,0,46238.53
2-Jan-23,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,46238.53
27-Dec-22,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,10861.18
27-Dec-22,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,16708.05
25-Dec-22,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,86662.15
24-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,26130.21
24-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35590.73
21-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,123151.84
21-Dec-22,Brahmaputra,Clean 100ml,250,100,11,111,940,94000,0,51556.19
20-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,28520.47
18-Dec-22,Brahmaputra,Clean 100ml,250,100,0,100,940,94000,0,223788.7
18-Dec-22,Brahmaputra,Clean 100ml,250,0,10,10,940,0,0,223788.7
13-Dec-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,35590.73
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,47356.9
12-Dec-22,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,8920.83
12-Dec-22,Brahmaputra,Clean 100ml,250,42,3,45,940,39480,0,56329.79
12-Dec-22,Brahmaputra,Clean 100ml,250,60,4,64,940,56400,0,44439.81
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,8290.65
12-Dec-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,31217.98
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,17190.43
12-Dec-22,Brahmaputra,Clean 100ml,250,60,3,63,940,56400,0,37490.7
12-Dec-22,Brahmaputra,Clean 100ml,250,6,0,6,940,5640,0,31747.84
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,19134.96
12-Dec-22,Brahmaputra,Clean 100ml,250,42,3,45,940,39480,0,44658.13
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,26401.93
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,20700.96
12-Dec-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,58442.27
12-Dec-22,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,27274.83
11-Dec-22,Brahmaputra,Clean 100ml,250,50,3,53,940,47000,0,132652.32
18-Oct-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,44439.81
4-Oct-22,Brahmaputra,Fresmin F 10kg,2178,1,0,1,4595,4595,0,58442.27
28-Sep-22,Brahmaputra,Clean 100ml,250,9,0,9,940,8460,0,26130.21
25-Sep-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,46238.53
21-Sep-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,31747.84
20-Sep-22,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,136129.58
20-Sep-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35590.73
17-Sep-22,Brahmaputra,Clean 100ml,250,25,1,26,940,23500,0,92327.94
14-Sep-22,Brahmaputra,Clean 100ml,250,25,1,26,940,23500,0,16732.52
13-Sep-22,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,86662.15
13-Sep-22,Brahmaputra,Clean 100ml,250,25,0,25,940,23500,0,86662.15
13-Sep-22,Brahmaputra,Clean 100ml,250,36,5,41,940,33840,0,86662.15
13-Sep-22,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,32294.06
13-Sep-22,Brahmaputra,Clean 100ml,250,2,0,2,940,1880,0,8920.83
12-Sep-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,31217.98
8-Sep-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,47356.9
7-Sep-22,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,70366.48
6-Sep-22,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,3420.94
6-Sep-22,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,28520.47
6-Sep-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,13322.33
5-Sep-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,12013.21
5-Sep-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,186021.36
29-Aug-22,Brahmaputra,Clean 100ml,250,12,0,12,940,11280,0,22387.66
25-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,19134.96
25-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35112.25
25-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,51556.19
24-Aug-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,37490.7
24-Aug-22,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,38531.48
24-Aug-22,Brahmaputra,Clean 100ml,250,10,0,10,940,9400,0,20700.96
23-Aug-22,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,58340.12
23-Aug-22,Brahmaputra,Fresmin F 10kg,11,1,0,1,4595,4595,0,136129.58
23-Aug-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,8920.83
23-Aug-22,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,8290.65
22-Aug-22,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,223788.7
22-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,20618.33
3-Aug-22,Brahmaputra,Clean 100ml,250,5,0,5,940,4700,0,26130.21
3-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35590.73
3-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,31217.98
2-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,58340.12
2-Aug-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,24685.13
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,123151.84
31-Jul-22,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,95654.72
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,35669.3
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,67309.74
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,92980.71
31-Jul-22,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,56329.79
31-Jul-22,Brahmaputra,Clean 100ml,250,25,1,26,940,23500,0,20470.69
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,223788.7
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,27274.83
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,136129.58
31-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,32294.06
31-Jul-22,Brahmaputra,Clean 100ml,250,60,5,65,940,56400,0,44439.81
27-Jul-22,Brahmaputra,Clean 100ml,250,3,0,3,940,2820,0,8920.83
27-Jul-22,Brahmaputra,Clean 100ml,250,100,11,111,940,94000,0,46238.53
26-Jul-22,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,16537.87
26-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,44658.13
26-Jul-22,Brahmaputra,Clean 100ml,250,100,11,111,940,94000,0,27538.23
26-Jul-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,27452.73
27-Apr-22,Brahmaputra,Clean 100ml,250,1,0,1,940,940,0,6613.81
26-Apr-22,Brahmaputra,Clean 100ml,250,100,12,112,940,94000,0,125931.38
26-Apr-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,106535.84
26-Apr-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,16708.05
26-Apr-22,Brahmaputra,Clean 100ml,1,19,0,19,940,17860,0,90012.92
26-Apr-22,Brahmaputra,Clean 100ml,250,1,1,2,940,940,0,90012.92
26-Apr-22,Brahmaputra,Clean 100ml,250,40,3,43,940,37600,0,136129.58
26-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,123151.84
26-Apr-22,Brahmaputra,Clean 100ml,1,3,0,3,940,2820,0,8920.83
26-Apr-22,Brahmaputra,Clean 100ml,1,40,3,43,940,37600,0,70366.48
26-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,35669.3
26-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,92980.71
26-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,27538.23
26-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,10427.83
25-Apr-22,Brahmaputra,Clean 100ml,1,10,0,10,940,9400,0,22387.66
23-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,86662.15
23-Apr-22,Brahmaputra,Clean 100ml,250,20,1,21,940,18800,0,44439.81
23-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,32294.06
23-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,28520.47
23-Apr-22,Brahmaputra,Clean 100ml,1,20,1,21,940,18800,0,26401.93
23-Apr-22,Brahmaputra,Clean 100ml,1,40,3,43,940,37600,0,56329.79
23-Apr-22,Brahmaputra,Clean 100ml,1,2,0,2,940,1880,0,16537.87
4-Oct-23,Corporate,Gentech - P.S (20 LTr.),0,10,0,10,11700,117000,0,458106.68
19-Sep-23,Corporate,Clean 100ml,250,4,0,4,940,3760,0,35855.06
17-Sep-23,Corporate,Clean 100ml,250,8,0,8,940,7520,0,35855.06
17-Sep-23,Corporate,Clean 100ml,250,1,0,1,940,940,0,35855.06
17-Sep-23,Corporate,Clean 100ml,250,1,0,1,940,940,0,35855.06
21-Aug-23,Corporate,Gentech - P.S (20 LTr.),0,5,0,5,11700,58500,0,458106.68
3-Aug-23,Corporate,Vivapond Plus (1kg),5,20,0,20,6600,132000,0,458106.68
17-Jun-23,Corporate,Viusid Aqua 500ml,1,4,0,4,2750,11000,0,507613.68
15-Jun-23,Corporate,Viusid Aqua 500ml,1,10,0,10,2750,27500,0,507613.68
13-Jun-23,Corporate,Viusid Aqua 500ml,1,10,0,10,2750,27500,0,458106.68
17-Jun-23,Corporate,Viusid Aqua 500ml,1,0,0,0,2750,0,4,458106.68
8-Jun-23,Corporate,Viusid Aqua 500ml,1,10,0,10,2750,27500,0,458106.68
30-May-23,Corporate,Viusid Aqua 500ml,1,2,0,2,2750,5500,0,4377.13
27-May-23,Corporate,Viusid Aqua 500ml,1,10,0,10,2750,27500,0,507613.68
24-May-23,Corporate,Vivabond (5Ltr.),1,1,0,1,2350,2350,0,23593.51
16-May-23,Corporate,Viusid Aqua 500ml,1,4,0,4,2750,11000,0,23593.51
4-May-23,Corporate,Viusid Aqua 500ml,1,10,0,10,2750,27500,0,507613.68
4-May-23,Corporate,Viusid Aqua 500ml,1,60,0,60,2750,165000,0,46885.32
2-May-23,Corporate,Viusid Aqua 500ml,1,30,0,30,2750,82500,0,458106.68
2-May-23,Corporate,Vivapond Plus (1kg),1,10,0,10,6600,66000,0,458106.68
27-May-23,Corporate,Viusid Aqua 500ml,1,0,0,0,2750,0,10,458106.68
30-Apr-23,Corporate,Viusid Aqua 500ml,1,4,0,4,2750,11000,0,23593.51
8-Apr-23,Corporate,Vivapond Plus (1kg),1,20,0,20,6600,132000,0,458106.68
30-Mar-23,Corporate,Vivapond Plus (1kg),1,20,0,20,6600,132000,0,46885.32
27-Mar-23,Corporate,Clean 100ml,250,9,0,9,940,8460,0,8281
27-Mar-23,Corporate,Clean 100ml,250,1,0,1,940,940,0,8281
25-Mar-23,Corporate,Viusid Aqua 500ml,1,10,0,10,2750,27500,0,507613.68
18-Jan-23,Corporate,Clean 100ml,250,10,0,10,940,9400,0,8281
12-Nov-22,Corporate,Clean 100ml,250,4,0,4,940,3760,0,3760
30-Oct-22,Corporate,Clean 100ml,250,2,0,2,940,1880,0,4377.13
26-Oct-22,Corporate,Gentech - P.S (20 LTr.),0,5,0,5,11700,58500,0,458106.68
25-Oct-22,Corporate,Gentech - P.S (20 LTr.),0,10,0,10,11700,117000,0,458106.68
3-Oct-22,Corporate,Clean 100ml,250,1,0,1,940,940,0,35855.06
29-Sep-22,Corporate,Gentech - P.S (20 LTr.),0,5,0,5,11700,58500,0,281865.51
17-Oct-22,Corporate,Gentech - P.S (20 LTr.),0,0,0,0,11700,0,5,281865.51
29-Sep-22,Corporate,Gentech - P.S (20 LTr.),0,5,0,5,11700,58500,0,458106.68
10-Sep-22,Corporate,Clean 100ml,250,1,0,1,940,940,0,35855.06
18-Jul-22,Corporate,Fresmin F 10kg,11,2,0,2,4595,9190,0,4377.13
9-May-22,Corporate,Stable Bleaching Powder 25kg,44,12,0,12,1575,18900,0,507613.68
16-Mar-22,Corporate,K1 Bio Filter Media,850,140,0,140,985,137900,0,133763
23-Oct-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,52584.81
19-Oct-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,37798.57
18-Oct-23,Gumti,Clean 100ml,250,65,5,70,940,61100,0,36274.7
14-Oct-23,Gumti,Clean 100ml,250,50,4,54,940,47000,0,40973.09
11-Oct-23,Gumti,Clean 100ml,250,42,3,45,940,39480,0,25981.56
11-Oct-23,Gumti,Clean 100ml,250,45,3,48,940,42300,0,54340.45
8-Oct-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,44851.77
7-Oct-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,39962.08
7-Oct-23,Gumti,Clean 100ml,250,1,0,1,940,940,0,39962.08
7-Oct-23,Gumti,Clean 100ml,250,9,0,9,940,8460,0,39962.08
21-Sep-23,Gumti,Clean 100ml,250,157,0,157,940,147580,0,99174.18
21-Sep-23,Gumti,Clean 100ml,250,43,24,67,940,40420,0,99174.18
7-Sep-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,45489.02
7-Sep-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,90124.37
7-Sep-23,Gumti,Clean 100ml,250,11,0,11,940,10340,0,87394.67
7-Sep-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,48792.09
6-Sep-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,30308.83
6-Sep-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,38978.26
5-Sep-23,Gumti,Clean 100ml,250,60,5,65,940,56400,0,65925.32
3-Sep-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,34084.78
3-Sep-23,Gumti,Clean 100ml,250,3,0,3,940,2820,0,30150.19
3-Sep-23,Gumti,Clean 100ml,250,4,0,4,940,3760,0,30150.19
3-Sep-23,Gumti,Clean 100ml,250,13,1,14,940,12220,0,30150.19
31-Aug-23,Gumti,Clean 100ml,250,50,0,50,940,47000,0,37798.57
31-Aug-23,Gumti,Clean 100ml,250,2,4,6,940,1880,0,37798.57
30-Aug-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,34615.59
26-Aug-23,Gumti,Clean 100ml,250,17,0,17,940,15980,0,87394.67
24-Aug-23,Gumti,Clean 100ml,250,10,0,10,940,9400,0,23773.11
24-Aug-23,Gumti,Clean 100ml,250,25,1,26,940,23500,0,87394.67
16-Aug-23,Gumti,Clean 100ml,250,4,0,4,940,3760,0,87394.67
6-Aug-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,32302.04
3-Aug-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,25981.56
30-Jul-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,30150.19
29-Jul-23,Gumti,Clean 100ml,250,50,3,53,940,47000,0,39962.08
23-Jul-23,Gumti,Clean 100ml,250,100,10,110,940,94000,0,63194.94
23-Jul-23,Gumti,Clean 100ml,250,50,4,54,940,47000,0,37798.57
20-Jul-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,24954.2
19-Jul-23,Gumti,Clean 100ml,250,100,0,100,940,94000,0,72312.64
19-Jul-23,Gumti,Clean 100ml,250,0,10,10,940,0,0,72312.64
19-Jul-23,Gumti,Clean 100ml,250,0,6,6,940,0,0,72312.64
19-Jul-23,Gumti,Clean 100ml,250,0,7,7,940,0,0,72312.64
19-Jul-23,Gumti,Clean 100ml,250,0,2,2,940,0,0,72312.64
17-Jul-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,17191.83
10-Jul-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,45489.02
9-Jul-23,Gumti,Clean 100ml,250,60,5,65,940,56400,0,65925.32
6-Jul-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,26223.35
19-Jun-23,Gumti,Clean 100ml,250,65,5,70,940,61100,0,52438.55
14-Jun-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,90124.37
11-Jun-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,54334
5-Jun-23,Gumti,Clean 100ml,250,100,10,110,940,94000,0,99174.18
24-May-23,Gumti,Clean 100ml,250,100,10,110,940,94000,0,52584.81
22-May-23,Gumti,Clean 100ml,250,30,0,30,940,28200,0,35603.22
22-May-23,Gumti,Clean 100ml,250,10,3,13,940,9400,0,35603.22
22-May-23,Gumti,Clean 100ml,250,65,5,70,940,61100,0,33208.17
18-May-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,30308.83
17-May-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,39962.08
11-May-23,Gumti,Clean 100ml,250,100,0,100,940,94000,0,68059.97
11-May-23,Gumti,Clean 100ml,250,5,11,16,940,4700,0,68059.97
7-May-23,Gumti,Clean 100ml,250,65,6,71,940,61100,0,48792.09
6-May-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,32302.04
6-May-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,30150.19
4-May-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,12605.63
2-May-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,36274.7
11-Apr-23,Gumti,Clean 100ml,250,45,3,48,940,42300,0,35007.41
6-Apr-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,44851.77
6-Apr-23,Gumti,Clean 100ml,250,60,5,65,940,56400,0,65925.32
5-Apr-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,10704.96
2-Apr-23,Gumti,Clean 100ml,250,40,3,43,940,37600,0,38950.76
27-Mar-23,Gumti,Clean 100ml,250,10,0,10,940,9400,0,24954.2
21-Mar-23,Gumti,Clean 100ml,250,43,3,46,940,40420,0,45489.02
20-Mar-23,Gumti,Clean 100ml,250,45,3,48,940,42300,0,36274.7
18-Mar-23,Gumti,Clean 100ml,250,6,0,6,940,5640,0,10704.96
7-Mar-23,Gumti,Clean 100ml,250,19,0,19,940,17860,0,39962.08
7-Mar-23,Gumti,Clean 100ml,250,1,1,2,940,940,0,39962.08
7-Mar-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,34084.78
7-Mar-23,Gumti,Clean 100ml,250,20,1,21,940,18800,0,30150.19
7-Mar-23,Gumti,Clean 100ml,250,100,8,108,940,94000,0,37798.57
