InvoiceNo,TransactionDate,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,Unit,Weight,BatchNo,CostPrice,SaleBonusQty,SaleQty,TotalSaleQuantity,SalePrice,Sale Amount,SaleReturnQuantity,StockInQuantity,,,,,"SELECT InvoiceNo=s.InvoiceNo, InvoiceDate=CONVERT(nvarchar(12), s.InvoiceDate, 106)"
15644,11-Jul-23,Gumti,78,M/S Abdullah Agro,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,12301450,177,8,100,108,615,61500,,,,,,,
15688,11-Jul-23,Brahmaputra,948,M/S Kawsar Ahmed Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P04-03-23,250,1,20,21,940,18800,,,,,,,
15675,11-Jul-23,Karatoa,366,M/S Sarker Traders,Aqua Product,202,Clean 100ml,ml,100 ml,PO8-06-23,250,0,20,20,940,18800,,,,,,,
15675,11-Jul-23,Karatoa,366,M/S Sarker Traders,Aqua Product,202,Clean 100ml,ml,100 ml,PO5-02-23,250,1,0,1,940,0,,,,,,,
15712,11-Jul-23,Padma,403,M/S Liton & Brothers,Aqua Product,202,Clean 100ml,ml,100 ml,PO8-06-23,250,5,60,65,940,56400,,,,,,,
15710,11-Jul-23,Padma,276,M/S Vai Vai Traders,Aqua Product,202,Clean 100ml,ml,100 ml,PO8-06-23,250,5,60,65,940,56400,,,,,,,
15724,11-Jul-23,Muhuri,109,M/S Ayon Fisheries,Aqua Product,202,Clean 100ml,ml,100 ml,P04-03-23,250,1,20,21,940,18800,,,,,,,
15725,11-Jul-23,Muhuri,121,M/S Mohiuddin Mothso Khamar,Aqua Product,202,Clean 100ml,ml,100 ml,P04-03-23,250,0,60,60,940,56400,,,,,,,
15725,11-Jul-23,Muhuri,121,M/S Mohiuddin Mothso Khamar,Aqua Product,202,Clean 100ml,ml,100 ml,PO5-02-23,250,5,0,5,940,0,,,,,,,
15726,11-Jul-23,Muhuri,885,M/S Al Zilanee Fish Project,Aqua Product,202,Clean 100ml,ml,100 ml,P04-03-23,250,0,20,20,940,18800,,,,,,,
15726,11-Jul-23,Muhuri,885,M/S Al Zilanee Fish Project,Aqua Product,202,Clean 100ml,ml,100 ml,PO5-02-23,250,1,0,1,940,0,,,,,,,
15714,11-Jul-23,Padma,358,Md Aminul-M/S Vai vai Traders,Aqua Product,26,Ecotoxnil 01kg,pcs,1000 gm,TB30013,774,4,30,34,2750,82500,,,,,,,
15697,11-Jul-23,Rupsha,363,M/S Bablu Enterprise,Aqua Product,26,Ecotoxnil 01kg,pcs,1000 gm,TB30013,774,1,12,13,2750,33000,,,,,,,
15707,11-Jul-23,Brahmaputra,356,M/S Islam Traders,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,Tb30025,190,1,11,12,600,6600,,,,,,,
15632,11-Jul-23,Karatoa,154,M/S New Sawdagar Pharmacy,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,Tb30025,190,16,100,116,600,60000,,,,,,,
15710,11-Jul-23,Padma,276,M/S Vai Vai Traders,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,Tb30025,190,7,50,57,600,30000,,,,,,,
15636,11-Jul-23,Kopotakkho,308,M/S K Zaman Traders,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,Tb30025,190,2,25,27,600,15000,,,,,,,
15697,11-Jul-23,Rupsha,363,M/S Bablu Enterprise,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,Tb30025,190,0,5,5,600,3000,,,,,,,
15641,11-Jul-23,Gumti,81,M/S Rafiq Veterinery Centre,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,Tb30025,190,4,32,36,600,19200,,,,,,,
15662,11-Jul-23,Brahmaputra,210,M/S Showdagor Sheikh forid fish feed,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB30031,114,12,110,122,280,30800,,,,,,,
15638,11-Jul-23,Corporate,445,Fishtech R&D Center (Cox's Bazar),Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2012,147,0,4,4,480,1920,,,,,,,
15639,11-Jul-23,Gumti,290,M/S Mojumdar Poultry & Fish Feed,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2139,147,1,20,21,480,9600,,,,,,,
15631,11-Jul-23,Surma,52,M/S Makka Traders,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2124,241,1,20,21,895,17900,,,,,,,
15633,11-Jul-23,Karatoa,593,M/S  Vai Bon  Traders--Kischok,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,0,10,10,895,8950,,,,,,,
15710,11-Jul-23,Padma,276,M/S Vai Vai Traders,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2140,241,3,40,43,895,35800,,,,,,,
15717,11-Jul-23,Padma,894,M/S Moriom Fish Care,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2140,241,1,20,21,895,17900,,,,,,,
15713,11-Jul-23,Padma,1037,M/S Hitlar  Enterprize,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,0,177,177,895,158415,,,,,,,
15713,11-Jul-23,Padma,1037,M/S Hitlar  Enterprize,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2140,241,24,23,47,895,20585,,,,,,,
15722,11-Jul-23,Muhuri,142,M/S Hafsa Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,1,20,21,895,17900,,,,,,,
15723,11-Jul-23,Muhuri,533,M/S Agro Valley,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,0,5,5,895,4475,,,,,,,
15719,11-Jul-23,Muhuri,140,M/S Master Feed & Agrotech,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,1,20,21,895,17900,,,,,,,
15639,11-Jul-23,Gumti,290,M/S Mojumdar Poultry & Fish Feed,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,3,40,43,895,35800,,,,,,,
15640,11-Jul-23,Gumti,659,M/S Lalbanu Agro,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,5,62,67,895,55490,,,,,,,
15646,11-Jul-23,Gumti,112,M/S Maa Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,1,20,21,895,17900,,,,,,,
15687,11-Jul-23,R&D Center,805,Star Shrimp Garden,Aqua Product,103,MagK Cal Min 10kg,pcs,10000 gm,1068,2216,0,20,20,3290,65800,,,,,,,
15631,11-Jul-23,Surma,52,M/S Makka Traders,Aqua Product,43,Ossi C 100gm,pcs,100 gm,62300392,185,1,25,26,515,12875,,,,,,,
15645,11-Jul-23,Kopotakkho,292,M/S Satota Fish,Aqua Product,43,Ossi C 100gm,pcs,100 gm,6230095,185,3,57,60,515,29355,,,,,,,
15723,11-Jul-23,Muhuri,533,M/S Agro Valley,Aqua Product,43,Ossi C 100gm,pcs,100 gm,62300392,185,0,10,10,515,5150,,,,,,,
15706,11-Jul-23,Corporate,540,Aquafarm Shrimp Ltd,Aqua Product,99,Oxy Gold (Tablet) 01kg (10kg Bucket),pcs,1000 gm,42300688,236,0,10,10,660,6600,,,,,,,
15695,11-Jul-23,Rupsha,1009,M/S  Mrida Enterpirse,Aqua Product,99,Oxy Gold (Tablet) 01kg (10kg Bucket),pcs,1000 gm,42300688,236,0,10,10,660,6600,,,,,,,
15687,11-Jul-23,R&D Center,805,Star Shrimp Garden,Aqua Product,99,Oxy Gold (Tablet) 01kg (10kg Bucket),pcs,1000 gm,42300688,236,0,10,10,660,6600,,,,,,,
15644,11-Jul-23,Gumti,78,M/S Abdullah Agro,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,42301683,258,4,50,54,675,33750,,,,,,,
15707,11-Jul-23,Brahmaputra,356,M/S Islam Traders,Aqua Product,49,Polgard + 500ml,pcs,500 gm,154,344,1,20,21,1390,27800,,,,,,,
15726,11-Jul-23,Muhuri,885,M/S Al Zilanee Fish Project,Aqua Product,49,Polgard + 500ml,pcs,500 gm,154,344,0,8,8,1390,11120,,,,,,,
15721,11-Jul-23,Muhuri,330,M/S Ismail Patwary Traders,Aqua Product,49,Polgard + 500ml,pcs,500 gm,154,344,1,20,21,1390,27800,,,,,,,
15646,11-Jul-23,Gumti,112,M/S Maa Enterprise,Aqua Product,49,Polgard + 500ml,pcs,500 gm,154,344,1,20,21,1390,27800,,,,,,,
15661,11-Jul-23,Gumti,84,M/S Nobin Boron Medical Hall,Aqua Product,49,Polgard + 500ml,pcs,500 gm,154,344,3,52,55,1390,72280,,,,,,,
15646,11-Jul-23,Gumti,112,M/S Maa Enterprise,Aqua Product,51,Pond Health  5kg Bucket,pcs,1000 gm,12300733,671,1,15,16,1560,23400,,,,,,,
15703,11-Jul-23,Rupsha,440,M/S Mehedi Poultry Feed,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,801597,239,6,50,56,1360,68000,,,,,,,
15646,11-Jul-23,Gumti,112,M/S Maa Enterprise,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,801597,239,2,30,32,1360,40800,,,,,,,
15648,11-Jul-23,Gumti,675,M/S Malek Traders,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,801597,239,1,20,21,1360,27200,,,,,,,
15634,11-Jul-23,Karatoa,436,M/S Vai Bon Enterprise,Aqua Product,56,Rapid Grow 1kg,pcs,1000 gm,62300914,375,4,40,44,1295,51800,,,,,,,
15718,11-Jul-23,Padma,904,M/S  Tanvir Fish Feed,Aqua Product,56,Rapid Grow 1kg,pcs,1000 gm,62300914,375,1,13,14,1295,16835,,,,,,,
15708,11-Jul-23,Padma,44,M/S Padma Traders,Aqua Product,56,Rapid Grow 1kg,pcs,1000 gm,62300914,375,1,13,14,1295,16835,,,,,,,
15659,11-Jul-23,Gumti,243,M/S Bhuiyan Enterprise,Aqua Product,56,Rapid Grow 1kg,pcs,1000 gm,62300914,375,2,26,28,1295,33670,,,,,,,
15644,11-Jul-23,Gumti,78,M/S Abdullah Agro,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,7,60,67,245,14700,,,,,,,
15644,11-Jul-23,Gumti,78,M/S Abdullah Agro,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,0,40,40,245,9800,,,,,,,
15643,11-Jul-23,Corporate,439,Growtech Aquaculture (Teknaf),Aqua Product,98,Sorpherol 500gm,pcs,500 gm,P230328,175,0,20,20,1020,20400,,,,,,,
15683,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,20171,2750,0,8,8,4200,33600,,,,,,,
15690,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,20171,2750,0,1,1,4200,4200,,,,,,,
15690,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,20190,2750,0,1,1,4200,4200,,,,,,,
15686,11-Jul-23,Rupsha,743,M/S Super Fish,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,20190,2750,0,3,3,4200,12600,,,,,,,
15673,11-Jul-23,Rupsha,537,M/S Apon Trading,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,20171,2750,0,2,2,4200,8400,,,,,,,
15678,11-Jul-23,Rupsha,525,M/S Khan Enterprise,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,20190,2750,0,36,36,4200,151200,,,,,,,
15705,11-Jul-23,Corporate,711,M/S Unique Aqua Culture,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,60349,2750,0,60,60,3875,232500,,,,,,,
15705,11-Jul-23,Corporate,711,M/S Unique Aqua Culture,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,40,40,3875,155000,,,,,,,
15668,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,220,220,4200,924000,,,,,,,
15665,11-Jul-23,Rupsha,728,M/S ICFI Aquaculture,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,8,8,4200,33600,,,,,,,
15683,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,10,10,4200,42000,,,,,,,
15680,11-Jul-23,Rupsha,697,M/S EFG Fisheries,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,40,40,4200,168000,,,,,,,
15676,11-Jul-23,Rupsha,813,M/S Bakchi  Fisheries,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,20,20,4200,84000,,,,,,,
15682,11-Jul-23,Rupsha,3,M/S Ekota Krishi Ghor,Shrimp Feed,83,Titan -3B (25kg),pcs,25000 gm,30380,2750,0,140,140,4200,588000,,,,,,,
15683,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,17,17,4200,71400,,,,,,,
15686,11-Jul-23,Rupsha,743,M/S Super Fish,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,12,12,4200,50400,,,,,,,
15690,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,20,20,4200,84000,,,,,,,
15666,11-Jul-23,Rupsha,1046,M/S EFG Fisheries-02,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20172,2750,0,14,14,4200,58800,,,,,,,
15666,11-Jul-23,Rupsha,1046,M/S EFG Fisheries-02,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,2,2,4200,8400,,,,,,,
15668,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,20,20,4200,84000,,,,,,,
15673,11-Jul-23,Rupsha,537,M/S Apon Trading,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,3,3,4200,12600,,,,,,,
15678,11-Jul-23,Rupsha,525,M/S Khan Enterprise,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,20194,2750,0,2,2,4200,8400,,,,,,,
15678,11-Jul-23,Rupsha,525,M/S Khan Enterprise,Shrimp Feed,82,Titan-3A (25kg),pcs,25000 gm,20170,2750,0,2,2,4200,8400,,,,,,,
15680,11-Jul-23,Rupsha,697,M/S EFG Fisheries,Shrimp Feed,82,Titan-3A (25kg),pcs,25000 gm,20191,2750,0,40,40,4200,168000,,,,,,,
15665,11-Jul-23,Rupsha,728,M/S ICFI Aquaculture,Shrimp Feed,82,Titan-3A (25kg),pcs,25000 gm,20170,2750,0,7,7,4200,29400,,,,,,,
15686,11-Jul-23,Rupsha,743,M/S Super Fish,Shrimp Feed,82,Titan-3A (25kg),pcs,25000 gm,20170,2750,0,20,20,4200,84000,,,,,,,
15690,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,82,Titan-3A (25kg),pcs,25000 gm,20191,2750,0,58,58,4200,243600,,,,,,,
15686,11-Jul-23,Rupsha,743,M/S Super Fish,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,20195,2750,0,120,120,4200,504000,,,,,,,
15690,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,20173,2750,0,20,20,4200,84000,,,,,,,
15682,11-Jul-23,Rupsha,3,M/S Ekota Krishi Ghor,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,20173,2750,0,10,10,4200,42000,,,,,,,
15666,11-Jul-23,Rupsha,1046,M/S EFG Fisheries-02,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,20173,2750,0,12,12,4200,50400,,,,,,,
15678,11-Jul-23,Rupsha,525,M/S Khan Enterprise,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,20173,2750,0,3,3,4200,12600,,,,,,,
15673,11-Jul-23,Rupsha,537,M/S Apon Trading,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,20173,2750,0,3,3,4200,12600,,,,,,,
15683,11-Jul-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Shrimp Feed,84,Titan-4 (25kg),pcs,25000 gm,20193,2750,0,10,10,4200,42000,,,,,,,
15635,11-Jul-23,Karatoa,31,M/S D-Arafa Fisheries & Feeds,Aqua Product,97,Vita Power 500ml,pcs,500 gm,6230099,547,1,15,16,1290,19350,,,,,,,
15647,11-Jul-23,R&D Center,1018,M/S Tajree Fisheries,Aqua Product,222,Viusid Aqua 150ml,ml,150 ml,FT-93,1600,0,6,6,1075,6450,,,,,,,
15724,11-Jul-23,Muhuri,109,M/S Ayon Fisheries,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,FT-VS-06-23,2150,0,10,10,6980,69800,,,,,,,
15724,11-Jul-23,Muhuri,109,M/S Ayon Fisheries,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,MAP-FT-02-22-a,2150,1,10,11,6980,69800,,,,,,,
15704,11-Jul-23,Kopotakkho,212,M/S Sume Enterprise,Aqua Product,146,Vizyme 100gm,pcs,100 gm,FT-64,132,7,100,107,270,27000,,,,,,,
15685,11-Jul-23,Surma,833,M/S Belal Enterprise,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2301064,195,0,9,9,380,3420,,,,,,,
15679,11-Jul-23,Tista,591,M/S Master Traders-Vadhuriya,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,495,49500,,,,,,,
15692,11-Jul-23,Tista,228,M/S Hazi Enterprise,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,495,49500,,,,,,,
15691,11-Jul-23,Brahmaputra,279,M/S Mondol Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,380,38000,,,,,,,
15693,11-Jul-23,Brahmaputra,959,M/S Bhuiyan Enterprise,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,380,38000,,,,,,,
15657,11-Jul-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,300,300,370,111000,,,,,,,
15658,11-Jul-23,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,550,550,360,198000,,,,,,,
15660,11-Jul-23,Brahmaputra,731,M/S Master Fish Feed,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,380,38000,,,,,,,
15663,11-Jul-23,Brahmaputra,385,M/S Mostafiz Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,380,38000,,,,,,,
15664,11-Jul-23,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,300,300,370,111000,,,,,,,
15670,11-Jul-23,Brahmaputra,92,M/S Al Rafa Beej Ghor,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,1300,1300,350,455000,,,,,,,
15674,11-Jul-23,Brahmaputra,677,M/S Abid Talukder,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,380,38000,,,,,,,
15677,11-Jul-23,Brahmaputra,95,M/S Khan Agro Farm,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,3250,3250,340,1105000,,,,,,,
15681,11-Jul-23,Brahmaputra,477,M/S Ma Poultry And Fish Feed (Purbodhola),Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,300,300,370,111000,,,,,,,
15684,11-Jul-23,Brahmaputra,639,M/S   Mayer Doya Entreprise,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,380,38000,,,,,,,
15669,11-Jul-23,Karatoa,1022,M/S Tosiron Agro,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,50,50,495,24750,,,,,,,
15671,11-Jul-23,Karatoa,568,M/S Vai Vai Matshow Khaddo Vander-Paroil,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,50,50,495,24750,,,,,,,
15672,11-Jul-23,Karatoa,51,M/S Akonda Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,200,200,495,99000,,,,,,,
15694,11-Jul-23,Karatoa,24,M/S Talukder Traders-Sirajganj,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,300,300,495,148500,,,,,,,
15696,11-Jul-23,Karatoa,368,M/S Moshiur Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,150,150,495,74250,,,,,,,
15700,11-Jul-23,Karatoa,1022,M/S Tosiron Agro,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,34,34,495,16830,,,,,,,
15701,11-Jul-23,Karatoa,30,M/S Abul Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,300,300,495,148500,,,,,,,
15709,11-Jul-23,Padma,778,M/S Bismillah Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,100,100,340,34000,,,,,,,
15715,11-Jul-23,Padma,28,M/S Alif Mothso Khamar,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,12,12,340,4080,,,,,,,
15715,11-Jul-23,Padma,28,M/S Alif Mothso Khamar,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,488,488,340,165920,,,,,,,
15716,11-Jul-23,Padma,314,M/S Mohaimin Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,200,200,340,68000,,,,,,,
15642,11-Jul-23,Gumti,79,M/S Zarif Agro Complex & Medicine Corner,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,50,50,495,24750,,,,,,,
15641,11-Jul-23,Gumti,81,M/S Rafiq Veterinery Centre,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2306055,195,0,50,50,495,24750,,,,,,,
15565,10-Jul-23,Brahmaputra,385,M/S Mostafiz Traders,Aqua Product,13,Antistress 100gm,pcs,100 gm,P230315,41,0,5,5,180,900,,,,,,,
15592,10-Jul-23,Brahmaputra,918,M/S Mukit & Afra Enterprise,Aqua Product,13,Antistress 100gm,pcs,100 gm,P230315,41,10,100,110,180,18000,,,,,,,
15571,10-Jul-23,Kopotakkho,57,M/S Maa Enterprise,Aqua Product,13,Antistress 100gm,pcs,100 gm,P230315,41,0,10,10,180,1800,,,,,,,
15572,10-Jul-23,Kopotakkho,927,M/S Ahad Fish,Aqua Product,13,Antistress 100gm,pcs,100 gm,P230315,41,4,50,54,180,9000,,,,,,,
15570,10-Jul-23,Kopotakkho,467,M/S Sharmin Fish Feed,Aqua Product,13,Antistress 100gm,pcs,100 gm,P230315,41,33,300,333,180,54000,,,,,,,
15596,10-Jul-23,Rupsha,1009,M/S  Mrida Enterpirse,Aqua Product,13,Antistress 100gm,pcs,100 gm,P220544,41,0,5,5,180,900,,,,,,,
15594,10-Jul-23,Brahmaputra,918,M/S Mukit & Afra Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,4,40,44,1095,43800,,,,,,,
15602,10-Jul-23,Brahmaputra,184,M/S J.S.M Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,15,100,115,1095,109500,,,,,,,
15603,10-Jul-23,Brahmaputra,959,M/S Bhuiyan Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,8,60,68,1095,65700,,,,,,,
15604,10-Jul-23,Brahmaputra,385,M/S Mostafiz Traders,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,4,40,44,1095,43800,,,,,,,
15605,10-Jul-23,Brahmaputra,268,M/S Chacha Vatiza Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,1,20,21,1095,21900,,,,,,,
15606,10-Jul-23,Brahmaputra,164,M/S Tasin Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,15,100,115,1095,109500,,,,,,,
15607,10-Jul-23,Brahmaputra,95,M/S Khan Agro Farm,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,52,300,352,1095,328500,,,,,,,
15600,10-Jul-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,1,20,21,1095,21900,,,,,,,
15608,10-Jul-23,Brahmaputra,507,M/S Shams Medicine,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,33,200,233,1095,219000,,,,,,,
15609,10-Jul-23,Brahmaputra,101,M/S Anisha Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,33,200,233,1095,219000,,,,,,,
15612,10-Jul-23,Brahmaputra,163,M/S Bismillah Traders,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,0,10,10,1095,10950,,,,,,,
15613,10-Jul-23,Brahmaputra,671,M/S Bhuiya Traders,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,4,40,44,1095,43800,,,,,,,
15618,10-Jul-23,Brahmaputra,639,M/S   Mayer Doya Entreprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,15,100,115,1095,109500,,,,,,,
15619,10-Jul-23,Brahmaputra,295,M/S Nupur Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,15,100,115,1095,109500,,,,,,,
15628,10-Jul-23,Brahmaputra,976,M/S Durjoy Traders,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,4,40,44,1095,43800,,,,,,,
15629,10-Jul-23,Brahmaputra,781,M/S Lisa Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,8,60,68,1095,65700,,,,,,,
15621,10-Jul-23,Turag,114,M/S PP Poultry Feed & Medicine Complex,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,4,40,44,1095,43800,,,,,,,
15624,10-Jul-23,Turag,715,M/S Monira Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,15,100,115,1095,109500,,,,,,,
15625,10-Jul-23,Turag,286,M/S Rodela Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,403359,430,15,100,115,1095,109500,,,,,,,
15584,10-Jul-23,Brahmaputra,677,M/S Abid Talukder,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1379,430,5,50,55,990,49500,,,,,,,
