InvoiceNo,TransactionDate,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,Unit,Weight,BatchNo,CostPrice,SaleBonusQty,SaleQty,TotalSaleQuantity,SalePrice,Sale Amount,SaleReturnQuantity,StockInQuantity,,,,,"SELECT InvoiceNo=s.InvoiceNo, InvoiceDate=CONVERT(nvarchar(12), s.InvoiceDate, 106)"
18342,25-Oct-23,Karnaphuli,820,M/S Nurzahan Enterprises,Aqua Product,105,Ammonia Test Kit,pcs,26.5 gm,FT-101,800,0,1,1,2950,2950,,,,,,,",Location=l.Name,CustomerCode=c.Code,CustomerName=c.NameEnglish"
18325,25-Oct-23,Turag,286,M/S Rodela Enterprise,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1355,430,0,2,2,990,1980,,,,,,,",ItemCategory=ic.Name,ItemCode=i.Code,Item=i.Name,Unit=u.UnitName"
18325,25-Oct-23,Turag,286,M/S Rodela Enterprise,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,0,3,3,990,2970,,,,,,,",Weight = case when u.UnitName='pcs' then CONVERT(nvarchar(max),i.Weight) + ' gm' when u.UnitName='ml' then CONVERT(nvarchar(max),i.Weight) + ' ml' else CONVERT(nvarchar(max),i.Weight) end"
18330,25-Oct-23,Kopotakkho,17,M/S Lucky Fish,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,4,40,44,990,39600,,,,,,,",d.BatchNo,CostPrice=d.Cost"
18323,25-Oct-23,Surma,505,M/S Arafat Enterprise,Aqua Product,202,Clean 100ml,ml,100 ml,P07-10-23,250,1,20,21,940,18800,,,,,,,",SaleBonusQty=d.BonusQuantity,SaleActualQty=d.ActualQuantity,TotalSaleQuantity=d.TotalQuantity,SalePrice=d.Rate,SaleAmount=d.Amount"
18333,25-Oct-23,Brahmaputra,175,M/S Siddik Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P07-10-23,250,0,10,10,940,9400,,,,,,,"--,s.SubTotal,s.DiscountAmount,s.OtherCharge,s.VATAmount,s.TAXAmount,s.Total"
18334,25-Oct-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P07-10-23,250,4,50,54,940,47000,,,,,,,FROM SaleDetails d
18337,25-Oct-23,Karatoa,718,M/S Rakib Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,0,5,5,940,4700,,,,,,,inner join Sales s on d.SaleId=s.Id
18328,25-Oct-23,Kopotakkho,214,M/S Razu Enterprise,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,25,26,940,23500,,,,,,,inner join Locations l on s.LocationId=l.Id
18330,25-Oct-23,Kopotakkho,17,M/S Lucky Fish,Aqua Product,28,Exorich 250gm,pcs,250 gm,TB10083,538,4,40,44,1350,54000,,,,,,,inner join Customers c on s.CustomerId=c.Id
18338,25-Oct-23,Karatoa,58,M/S Haque Traders,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB10082,114,24,200,224,280,56000,,,,,,,inner join Items i on d.ItemId=i.Id
18336,25-Oct-23,Karatoa,760,M/S Bhai Bhai  Matshow Khamar-Raninagor.,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,20,21,480,9600,,,,,,,inner join Units u on i.UnitId=u.Id
18329,25-Oct-23,Kopotakkho,151,M/S Sharif Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,25,26,480,12000,,,,,,,inner join ItemCategories ic on i.ItemCategoryId=ic.id
18330,25-Oct-23,Kopotakkho,17,M/S Lucky Fish,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2146,241,7,70,77,895,62650,,,,,,,WHERE S.CompanyId=4
18342,25-Oct-23,Karnaphuli,820,M/S Nurzahan Enterprises,Aqua Product,106,PH Test Kit,pcs,22 gm,FT-102,473,0,1,1,1775,1775,,,,,,,"order by s.InvoiceDate desc, i.Name"
18334,25-Oct-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,48,Polgard + 200ml,pcs,200 gm,1154,168,6,100,106,595,59500,,,,,,,
18325,25-Oct-23,Turag,286,M/S Rodela Enterprise,Aqua Product,48,Polgard + 200ml,pcs,200 gm,1154,168,3,55,58,595,32725,,,,,,,
18334,25-Oct-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18324,25-Oct-23,Karatoa,1033,M/S Errum Trade International,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18325,25-Oct-23,Turag,286,M/S Rodela Enterprise,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,23,24,1390,31970,,,,,,,
18333,25-Oct-23,Brahmaputra,175,M/S Siddik Traders,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12302214,125,2,35,37,306,10710,,,,,,,
18323,25-Oct-23,Surma,505,M/S Arafat Enterprise,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,1,20,21,1360,27200,,,,,,,
18334,25-Oct-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,1,20,21,1360,27200,,,,,,,
18334,25-Oct-23,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,16,205,221,245,50225,,,,,,,
18333,25-Oct-23,Brahmaputra,175,M/S Siddik Traders,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,2,40,42,245,9800,,,,,,,
18326,25-Oct-23,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,3,50,53,245,12250,,,,,,,
18340,25-Oct-23,Karatoa,63,M/S Noman Enterprise,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,5,100,105,245,24500,,,,,,,
18333,25-Oct-23,Brahmaputra,175,M/S Siddik Traders,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,Due-764,2150,0,1,1,6980,6980,,,,,,,
18327,25-Oct-23,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,146,Vizyme 100gm,pcs,100 gm,FT-94,132,4,48,52,270,12960,,,,,,,
18339,25-Oct-23,Karatoa,25,M/S Mollah Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,20,20,495,9900,,,,,,,
18339,25-Oct-23,Karatoa,25,M/S Mollah Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2212032,195,0,1,1,495,495,,,,,,,
18331,25-Oct-23,Karatoa,246,M/S Al-Amin Traders-Adomdighi,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,100,100,495,49500,,,,,,,
18332,25-Oct-23,Karatoa,473,M/S S M Shia Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,20,20,495,9900,,,,,,,
18335,25-Oct-23,Karatoa,718,M/S Rakib Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,10,10,495,4950,,,,,,,
18317,23-Oct-23,Turag,108,M/S Bashar Traders,Aqua Product,105,Ammonia Test Kit,pcs,26.5 gm,FT-101,800,0,1,1,2950,2950,,,,,,,
18313,23-Oct-23,Gumti,922,M/S Tasfia Enterprise (Kaduti Bazar),Aqua Product,13,Antistress 100gm,pcs,100 gm,P240528,41,0,34,34,180,6120,,,,,,,
18313,23-Oct-23,Gumti,922,M/S Tasfia Enterprise (Kaduti Bazar),Aqua Product,13,Antistress 100gm,pcs,100 gm,Due-766,41,10,66,76,180,11880,,,,,,,
18313,23-Oct-23,Gumti,922,M/S Tasfia Enterprise (Kaduti Bazar),Aqua Product,19,Biozyme 500gm,pcs,500 gm,Due-757,271,1,20,21,775,15500,,,,,,,
18314,23-Oct-23,Gumti,2,M/S U.F Enterprise,Aqua Product,19,Biozyme 500gm,pcs,500 gm,Due-757,271,7,100,107,775,77500,,,,,,,
18314,23-Oct-23,Gumti,2,M/S U.F Enterprise,Aqua Product,202,Clean 100ml,ml,100 ml,P07-10-23,250,1,20,21,940,18800,,,,,,,
18312,23-Oct-23,Corporate,439,Growtech Aquaculture (Teknaf),Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,0,100,100,480,48000,,,,,,,
18309,23-Oct-23,Brahmaputra,354,M/S Tapshir Poultry And Fish Feed,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,4,51,55,480,24480,,,,,,,
18315,23-Oct-23,Rupsha,171,M/S Mowsume Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,3,40,43,480,19200,,,,,,,
18319,23-Oct-23,Rupsha,263,M/S Mustak Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,5,60,65,480,28800,,,,,,,
18314,23-Oct-23,Gumti,2,M/S U.F Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,3,40,43,480,19200,,,,,,,
18322,23-Oct-23,Gumti,744,M/S Bismillah Biz Vandar,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,20,21,480,9600,,,,,,,
18320,23-Oct-23,Karatoa,756,M/S Rowshan Ara Medical Store,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2146,241,2,29,31,895,25955,,,,,,,
18317,23-Oct-23,Turag,108,M/S Bashar Traders,Aqua Product,99,Oxy Gold (Tablet) 01kg (10kg Bucket),pcs,1000 gm,42302457,236,0,40,40,660,26400,,,,,,,
18317,23-Oct-23,Turag,108,M/S Bashar Traders,Aqua Product,45,Oxy-Gold (Granular) 1kg,pcs,1000 gm,42302658,195,0,60,60,650,39000,,,,,,,
18317,23-Oct-23,Turag,108,M/S Bashar Traders,Aqua Product,106,PH Test Kit,pcs,22 gm,FT-102,473,0,1,1,1775,1775,,,,,,,
18318,23-Oct-23,Rupsha,176,M/S Ruposi Bangla Traders,Aqua Product,48,Polgard + 200ml,pcs,200 gm,1154,168,1,20,21,595,11900,,,,,,,
18311,23-Oct-23,Rupsha,188,M/S Rettan Poultry And Fish Feed,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18315,23-Oct-23,Rupsha,171,M/S Mowsume Enterprise,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18322,23-Oct-23,Gumti,744,M/S Bismillah Biz Vandar,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18313,23-Oct-23,Gumti,922,M/S Tasfia Enterprise (Kaduti Bazar),Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18314,23-Oct-23,Gumti,2,M/S U.F Enterprise,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,3,35,38,1360,47600,,,,,,,
18310,23-Oct-23,Brahmaputra,210,M/S Showdagor Sheikh forid fish feed,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,12,162,174,245,39690,,,,,,,
18313,23-Oct-23,Gumti,922,M/S Tasfia Enterprise (Kaduti Bazar),Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,Due-764,2150,0,6,6,6980,41880,,,,,,,
18321,23-Oct-23,Karatoa,24,M/S Talukder Traders-Sirajganj,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,300,300,495,148500,,,,,,,
18316,23-Oct-23,Turag,116,M/S Amil Agro,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,400,400,375,150000,,,,,,,
18301,22-Oct-23,Brahmaputra,295,M/S Nupur Enterprise,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,20,21,940,18800,,,,,,,
18308,22-Oct-23,Turag,124,M/S R.K Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P07-10-23,250,8,100,108,940,94000,,,,,,,
18301,22-Oct-23,Brahmaputra,295,M/S Nupur Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,15,150,165,480,72000,,,,,,,
18303,22-Oct-23,Rupsha,271,M/S Bhai Bhai Fish Feed,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,20,21,480,9600,,,,,,,
18304,22-Oct-23,Rupsha,4,M/S Aqua Connect,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,4,50,54,480,24000,,,,,,,
18301,22-Oct-23,Brahmaputra,295,M/S Nupur Enterprise,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18306,22-Oct-23,Muhuri,76,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,8,100,108,1390,139000,,,,,,,
18307,22-Oct-23,Muhuri,82,M/S Ettehad Fish Feed,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,8,100,108,1390,139000,,,,,,,
18301,22-Oct-23,Brahmaputra,295,M/S Nupur Enterprise,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12302214,125,4,50,54,306,15300,,,,,,,
18305,22-Oct-23,Muhuri,65,M/S Super Poultry Feed,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,1,20,21,1360,27200,,,,,,,
18301,22-Oct-23,Brahmaputra,295,M/S Nupur Enterprise,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,8,100,108,245,24500,,,,,,,
18302,22-Oct-23,Rupsha,341,M/S Bhai Bhai Store-Batiaghata,Aqua Product,214,Vivapond Plus (1kg),kg,NULL,FT-VS-b-06-23,5,0,1,1,6600,6600,,,,,,,
18300,21-Oct-23,Brahmaputra,163,M/S Bismillah Traders,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,1,20,21,990,19800,,,,,,,
18297,21-Oct-23,Karatoa,870,M/S  Mustafizur Traders,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,2,34,36,990,33660,,,,,,,
18290,21-Oct-23,Kopotakkho,17,M/S Lucky Fish,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,4,40,44,990,39600,,,,,,,
18293,21-Oct-23,Padma,1016,M/S A S D Enterprise,Aqua Product,137,Bio-Premix 12  ( Layer Premix) 25kg,pcs,25000 gm,FT-56,4962,2,3,5,2500,7500,,,,,,,
18289,21-Oct-23,Surma,499,M/S JS Agro Fisheries,Aqua Product,202,Clean 100ml,ml,100 ml,P060724,250,0,1,1,940,940,,,,,,,
18289,21-Oct-23,Surma,499,M/S JS Agro Fisheries,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,15,99,114,940,93060,,,,,,,
18300,21-Oct-23,Brahmaputra,163,M/S Bismillah Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P060724,250,0,6,6,940,5640,,,,,,,
18290,21-Oct-23,Kopotakkho,17,M/S Lucky Fish,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,5,50,55,940,47000,,,,,,,
18295,21-Oct-23,Tista,595,M/S Mou Traders,Aqua Product,48,Polgard + 200ml,pcs,200 gm,1154,168,1,20,21,595,11900,,,,,,,
18299,21-Oct-23,Brahmaputra,731,M/S Master Fish Feed,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,0,6,6,1390,8340,,,,,,,
18299,21-Oct-23,Brahmaputra,731,M/S Master Fish Feed,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12302214,125,0,30,30,306,9180,,,,,,,
18290,21-Oct-23,Kopotakkho,17,M/S Lucky Fish,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12302214,125,10,100,110,306,30600,,,,,,,
18291,21-Oct-23,Turag,462,M/S Shad Traders,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,805306,86,3,50,53,315,15750,,,,,,,
18296,21-Oct-23,Tista,204,M/S Ma Pharmacy,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,1,20,21,1360,27200,,,,,,,
18294,21-Oct-23,Surma,486,M/S Hakim Fisheries,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,50,50,390,19500,,,,,,,
18298,21-Oct-23,Karatoa,616,M/S Mon Poultry & Trading Agency,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,100,100,495,49500,,,,,,,
18292,21-Oct-23,Turag,116,M/S Amil Agro,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2301064,195,0,4,4,390,1560,,,,,,,
18292,21-Oct-23,Turag,116,M/S Amil Agro,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,96,96,390,37440,,,,,,,
18288,20-Oct-23,Gumti,641,M/S Vai Bandhu Enterprise,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,12,168,180,1390,233520,,,,,,,
18279,19-Oct-23,Brahmaputra,945,M/S Fokir Hatchery & Fisherise,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,5,60,65,990,59400,,,,,,,
18256,19-Oct-23,Turag,116,M/S Amil Agro,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,20,190,210,990,188100,,,,,,,
18260,19-Oct-23,Brahmaputra,880,M/S Ashraf Agro Complex,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,20,21,940,18800,,,,,,,
18264,19-Oct-23,Karatoa,613,M/S LR Feed Corner,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,20,21,940,18800,,,,,,,
18272,19-Oct-23,Padma,106,M/S Bismillah Traders (2),Aqua Product,202,Clean 100ml,ml,100 ml,P06-07-23,250,0,27,27,940,25380,,,,,,,
18272,19-Oct-23,Padma,106,M/S Bismillah Traders (2),Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,3,13,16,940,12220,,,,,,,
18271,19-Oct-23,Rupsha,455,M/S Aat Takoya Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,3,40,43,940,37600,,,,,,,
18263,19-Oct-23,Gumti,675,M/S Malek Traders,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,20,21,940,18800,,,,,,,
18283,19-Oct-23,Muhuri,189,M/S Shah Jahan Mothso Khamar,Aqua Product,202,Clean 100ml,ml,100 ml,POB-08-23,250,4,50,54,940,47000,,,,,,,
18284,19-Oct-23,Muhuri,142,M/S Hafsa Enterprise,Aqua Product,202,Clean 100ml,ml,100 ml,P060723,250,1,20,21,940,18800,,,,,,,
18285,19-Oct-23,Muhuri,972,M/S Tarek Store,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,13,120,133,940,112800,,,,,,,
18286,19-Oct-23,Muhuri,367,M/S S. Alam Fish & Agro,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,10,100,110,940,94000,,,,,,,
18287,19-Oct-23,Muhuri,73,M/S Nahida Agro,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,0,55,55,940,51700,,,,,,,
18287,19-Oct-23,Muhuri,73,M/S Nahida Agro,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,0,1,940,0,,,,,,,
18287,19-Oct-23,Muhuri,73,M/S Nahida Agro,Aqua Product,202,Clean 100ml,ml,100 ml,PO4-12-22,250,2,0,2,940,0,,,,,,,
18287,19-Oct-23,Muhuri,73,M/S Nahida Agro,Aqua Product,202,Clean 100ml,ml,100 ml,POB-08-23,250,1,0,1,940,0,,,,,,,
18268,19-Oct-23,Karatoa,24,M/S Talukder Traders-Sirajganj,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB10082,114,4,50,54,280,14000,,,,,,,
18278,19-Oct-23,Brahmaputra,827,M/S Iqra Traders,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,10,100,110,480,48000,,,,,,,
18257,19-Oct-23,Brahmaputra,101,M/S Anisha Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,33,300,333,480,144000,,,,,,,
18258,19-Oct-23,Brahmaputra,95,M/S Khan Agro Farm,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,44,400,444,480,192000,,,,,,,
18276,19-Oct-23,Karatoa,1084,M/S Rahim Traders,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,0,8,8,480,3840,,,,,,,
18266,19-Oct-23,Karatoa,521,M/S Siyam Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,20,21,480,9600,,,,,,,
18265,19-Oct-23,Karatoa,870,M/S  Mustafizur Traders,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2146,241,4,47,51,895,42065,,,,,,,
18266,19-Oct-23,Karatoa,521,M/S Siyam Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2146,241,1,20,21,895,17900,,,,,,,
18281,19-Oct-23,Padma,404,M/S Satota Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2146,241,0,20,20,895,17900,,,,,,,
18281,19-Oct-23,Padma,404,M/S Satota Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2133,241,1,0,1,895,0,,,,,,,
18271,19-Oct-23,Rupsha,455,M/S Aat Takoya Traders,Aqua Product,43,Ossi C 100gm,pcs,100 gm,62301136,185,1,20,21,515,10300,,,,,,,
18282,19-Oct-23,Padma,43,M/S Rahman Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,42302531,258,1,12,13,675,8100,,,,,,,
18261,19-Oct-23,Gumti,79,M/S Zarif Agro Complex & Medicine Corner,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,42302531,258,1,16,17,675,10800,,,,,,,
18259,19-Oct-23,Brahmaputra,338,M/S Jewel Agro Corporation,Aqua Product,48,Polgard + 200ml,pcs,200 gm,1154,168,1,20,21,595,11900,,,,,,,
18267,19-Oct-23,Brahmaputra,97,M/S D. M Medical Hall,Aqua Product,48,Polgard + 200ml,pcs,200 gm,1154,168,3,55,58,595,32725,,,,,,,
18261,19-Oct-23,Gumti,79,M/S Zarif Agro Complex & Medicine Corner,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,1,20,21,1390,27800,,,,,,,
18262,19-Oct-23,Gumti,244,M/S Miazi Poultry,Aqua Product,49,Polgard + 500ml,pcs,500 gm,156,344,0,5,5,1390,6950,,,,,,,
18275,19-Oct-23,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12302214,125,1,20,21,306,6120,,,,,,,
18281,19-Oct-23,Padma,404,M/S Satota Enterprise,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12301519,125,4,50,54,306,15300,,,,,,,
18262,19-Oct-23,Gumti,244,M/S Miazi Poultry,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,12301519,125,0,10,10,306,3060,,,,,,,
18273,19-Oct-23,Karatoa,718,M/S Rakib Traders,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,0,10,10,1360,13600,,,,,,,
18263,19-Oct-23,Gumti,675,M/S Malek Traders,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,805433,239,2,30,32,1360,40800,,,,,,,
18280,19-Oct-23,Turag,116,M/S Amil Agro,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,P230527,41,20,254,274,245,62230,,,,,,,
18277,19-Oct-23,Brahmaputra,164,M/S Tasin Enterprise,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,20,20,395,7900,,,,,,,
18274,19-Oct-23,Karatoa,246,M/S Al-Amin Traders-Adomdighi,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,100,100,495,49500,,,,,,,
18276,19-Oct-23,Karatoa,1084,M/S Rahim Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,3,3,495,1485,,,,,,,
18269,19-Oct-23,Karatoa,1041,M/S  Bismillah Medicine Corner,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,50,50,495,24750,,,,,,,
18270,19-Oct-23,Karatoa,162,M/S M.Fort (BD) Limited,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2308001,195,0,100,100,495,49500,,,,,,,
18244,18-Oct-23,Kopotakkho,982,M/S KMB Traders,Aqua Product,13,Antistress 100gm,pcs,100 gm,P240528,41,0,18,18,180,3240,,,,,,,
18244,18-Oct-23,Kopotakkho,982,M/S KMB Traders,Aqua Product,13,Antistress 100gm,pcs,100 gm,P230315,41,1,2,3,180,360,,,,,,,
18253,18-Oct-23,Corporate,439,Growtech Aquaculture (Teknaf),Aqua Product,15,Biocult 02kg,pcs,2000 gm,1383,430,0,4,4,990,3960,,,,,,,
18253,18-Oct-23,Corporate,439,Growtech Aquaculture (Teknaf),Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,0,21,21,990,20790,,,,,,,
18247,18-Oct-23,Turag,108,M/S Bashar Traders,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,0,250,250,990,247500,,,,,,,
18248,18-Oct-23,Turag,185,M/S Moaz Trading,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1387,430,9,100,109,990,99000,,,,,,,
18252,18-Oct-23,Karatoa,579,M/S Vai Vai Motsho Khamar-Shibganj,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,1,150,151,940,141000,,,,,,,
18252,18-Oct-23,Karatoa,579,M/S Vai Vai Motsho Khamar-Shibganj,Aqua Product,202,Clean 100ml,ml,100 ml,P060724,250,16,0,16,940,0,,,,,,,
18254,18-Oct-23,Kopotakkho,927,M/S Ahad Fish,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,0,10,10,940,9400,,,,,,,
18255,18-Oct-23,Gumti,84,M/S Nobin Boron Medical Hall,Aqua Product,202,Clean 100ml,ml,100 ml,P 07-10.23,250,5,65,70,940,61100,,,,,,,
18245,18-Oct-23,Kopotakkho,151,M/S Sharif Enterprise,Aqua Product,28,Exorich 250gm,pcs,250 gm,TB10083,538,1,20,21,1350,27000,,,,,,,
18250,18-Oct-23,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB10082,114,2,30,32,280,8400,,,,,,,
18253,18-Oct-23,Corporate,439,Growtech Aquaculture (Teknaf),Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,0,8,8,480,3840,,,,,,,
18248,18-Oct-23,Turag,185,M/S Moaz Trading,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,25,26,480,12000,,,,,,,
18255,18-Oct-23,Gumti,84,M/S Nobin Boron Medical Hall,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2145,147,1,20,21,480,9600,,,,,,,
18253,18-Oct-23,Corporate,439,Growtech Aquaculture (Teknaf),Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2146,241,0,20,20,895,17900,,,,,,,
